# Kana Night — словарь слов
# Формат: group,ru,en,japanese,romaji,script
# script: h = хирагана, k = катакана, hk = оба (хирагана основная)
# Пустые строки и строки начинающиеся с # игнорируются

# ── УРОК 1 — Местоимения и профессии ──────────────────────
lesson3,Аудитория,Classroom,きょうしつ,kyoushitsu,h
lesson3,Туалет,Restroom,トイレ,toire,k
lesson3,Столовая,Cafeteria,しょくどう,shokudou,h
lesson3,Переговорная,Meeting room,かいぎしつ,kaigishitsu,h
lesson3,Комната,Room,へや,heya,h
lesson3,Лифт,Elevator,エレベーター,erebeetaa,k
lesson3,Эскалатор,Escalator,エスカレーター,esukareetaa,k
lesson3,Компания,Company,かいしゃ,kaisha,h
lesson3,Дом,Home,うち,uchi,h
lesson3,Школа,School,がっこう,gakkou,h
lesson3,Университет,University,だいがく,daigaku,h
lesson3,Больница,Hospital,びょういん,byouin,h
lesson3,Банк,Bank,ぎんこう,ginkou,h
lesson3,Почта,Post office,ゆうびんきょく,yuubinkyoku,h
lesson3,Библиотека,Library,としょかん,toshokan,h
lesson3,Супермаркет,Supermarket,スーパー,suupaa,k
lesson3,Ресторан,Restaurant,レストラン,resutoran,k
lesson3,Вокзал,Station,えき,eki,h
lesson3,Спортзал,Gym,ジム,jimu,k

# ── УРОК 4 — Время и семья ───────────────────────────────
lesson4,Сегодня,Today,きょう,kyou,h
lesson4,Завтра,Tomorrow,あした,ashita,h
lesson4,Послезавтра,Day after tomorrow,あさって,asatte,h
lesson4,Вчера,Yesterday,きのう,kinou,h
lesson4,Позавчера,Day before yesterday,おととい,ototoi,h
lesson4,Этот месяц,This month,こんげつ,kongetsu,h
lesson4,Следующий месяц,Next month,らいげつ,raigetsu,h
lesson4,Прошлый месяц,Last month,せんげつ,sengetsu,h
lesson4,Этот год,This year,ことし,kotoshi,h
lesson4,Следующий год,Next year,らいねん,rainen,h
lesson4,Прошлый год,Last year,きょねん,kyonen,h
lesson4,Каждое утро,Every morning,まいあさ,maiasa,h
lesson4,Каждый вечер,Every evening,まいばん,maiban,h
lesson4,Каждый день,Every day,まいにち,mainichi,h

# ── СЕМЬЯ (своя) ─────────────────────────────────────────
family_own,Бабушка (своя),Grandmother (own),そぼ,sobo,h
family_own,Дедушка (свой),Grandfather (own),そふ,sofu,h
family_own,Мать (своя),Mother (own),はは,haha,h
family_own,Отец (свой),Father (own),ちち,chichi,h
family_own,Младшая сестра (своя),Younger sister (own),いもうと,imouto,h
family_own,Младший брат (свой),Younger brother (own),おとうと,otouto,h
family_own,Старшая сестра (своя),Older sister (own),あね,ane,h
family_own,Старший брат (свой),Older brother (own),あに,ani,h
family_own,Жена (своя),Wife (own),つま,tsuma,h
family_own,Муж (свой),Husband (own),おっと,otto,h
family_own,Дочь (своя),Daughter (own),むすめ,musume,h
family_own,Сын (свой),Son (own),むすこ,musuko,h

# ── СЕМЬЯ (чужая, вежливо) ──────────────────────────────
family_other,Бабушка (вежл.),Grandmother (polite),おばあさん,obaasan,h
family_other,Дедушка (вежл.),Grandfather (polite),おじいさん,ojiisan,h
family_other,Мать (вежл.),Mother (polite),おかあさん,okaasan,h
family_other,Отец (вежл.),Father (polite),おとうさん,otousan,h
family_other,Младшая сестра (вежл.),Younger sister (polite),いもうとさん,imoutosan,h
family_other,Младший брат (вежл.),Younger brother (polite),おとうとさん,otoutosan,h
family_other,Старшая сестра (вежл.),Older sister (polite),おねえさん,oneesan,h
family_other,Старший брат (вежл.),Older brother (polite),おにいさん,oniisan,h
family_other,Жена (вежл.),Wife (polite),おくさん,okusan,h
family_other,Муж (вежл.),Husband (polite),ごしゅじん,goshujin,h
family_other,Дочь (вежл.),Daughter (polite),むすめさん,musumesan,h
family_other,Сын (вежл.),Son (polite),むすこさん,musukosan,h
